year,round,driverId,stop,lap,time,duration
2019,2,hulkenberg,2,32,19:06:16,25.253
2019,2,raikkonen,2,33,19:08:04,25.621
2019,2,perez,2,33,19:08:18,26.798
2019,2,hamilton,2,34,19:08:53,24.324
2020,2,leclerc,1,1,15:14:20,39.715
2020,2,max_verstappen,1,24,15:42:09,20.937
2020,2,gasly,1,24,15:42:46,21.950
2020,2,hamilton,1,27,15:45:28,21.729
2020,2,kevin_magnussen,1,31,15:51:02,21.977
2020,2,sainz,1,32,15:51:49,25.983
2020,2,latifi,1,32,15:52:24,22.745
2020,2,stroll,1,33,15:53:01,22.118
2020,2,bottas,1,34,15:53:38,21.376
2020,2,russell,1,34,15:54:49,21.697
2020,2,albon,1,35,15:55:11,21.505
2020,2,kvyat,1,36,15:56:45,22.197
2020,2,ricciardo,1,37,15:57:33,21.603
2020,2,grosjean,1,37,15:58:03,22.444
2020,2,perez,1,38,15:58:45,22.761
2020,2,norris,1,39,16:00:02,22.406
2020,2,giovinazzi,1,39,16:00:18,21.667
2020,2,raikkonen,1,44,16:06:06,21.459
2020,2,gasly,2,49,16:12:15,22.280
2020,2,sainz,2,66,16:31:07,21.873
2020,2,max_verstappen,2,68,16:32:33,21.091
2021,2,ocon,1,1,15:05:16,30.866
2021,2,vettel,1,3,15:10:09,32.024
2021,2,mick_schumacher,1,5,15:15:11,51.007
2021,2,mazepin,1,12,15:27:20,31.168
2021,2,gasly,1,14,15:30:10,31.068
2021,2,vettel,2,20,15:39:11,31.184
2021,2,mick_schumacher,2,21,15:41:24,32.479
2021,2,vettel,3,22,15:42:52,39.502
2021,2,mazepin,2,23,15:45:20,31.500
2021,2,tsunoda,1,25,15:46:39,30.696
2021,2,russell,1,26,15:47:53,29.983
2021,2,raikkonen,1,26,15:47:55,30.280
2021,2,max_verstappen,1,27,15:47:59,29.809
2021,2,gasly,2,26,15:48:45,32.277
2021,2,sainz,1,27,15:48:51,30.856
2021,2,ricciardo,1,27,15:48:57,34.340
2021,2,stroll,1,27,15:49:16,31.138
2021,2,hamilton,1,28,15:49:27,32.112
2021,2,giovinazzi,1,27,15:49:32,32.299
2021,2,ocon,2,27,15:49:42,30.652
2021,2,leclerc,1,28,15:49:43,31.002
2021,2,perez,1,28,15:49:58,44.608
2021,2,norris,1,28,15:50:11,30.654
2021,2,bottas,1,28,15:50:46,30.167
2021,2,alonso,1,28,15:51:18,30.864
2021,2,hamilton,2,31,15:55:30,38.198
2021,2,ocon,3,31,15:56:23,30.701
2021,2,max_verstappen,2,33,15:58:11,27:01.361
2021,2,stroll,2,32,15:58:13,24:52.090
2021,2,raikkonen,2,32,15:58:16,24:52.612
2022,2,ricciardo,1,8,20:16:37,20.650
2022,2,stroll,1,13,20:24:49,22.339
2022,2,albon,1,13,20:24:54,20.683
2022,2,perez,1,15,20:27:12,20.481
2022,2,gasly,1,15,20:27:52,22.820
2022,2,leclerc,1,16,20:28:55,21.038
2022,2,max_verstappen,1,16,20:28:58,20.731
2022,2,sainz,1,16,20:29:04,21.521
2022,2,russell,1,16,20:29:21,21.415
2022,2,alonso,1,16,20:29:40,21.543
2022,2,bottas,1,16,20:29:43,22.561
2022,2,ocon,1,16,20:29:50,21.141
2022,2,norris,1,16,20:29:54,20.383
2022,2,zhou,1,16,20:29:56,33.734
2022,2,zhou,2,27,20:51:18,15.103
2022,2,bottas,2,35,21:03:48,22.710
2022,2,kevin_magnussen,1,37,21:06:57,22.374
2022,2,hulkenberg,1,37,21:07:16,21.425
2022,2,hamilton,1,40,21:12:59,21.788
2011,3,alguersuari,1,9,15:19:36,22.419
2011,3,liuzzi,1,9,15:20:00,14.160
2011,3,michael_schumacher,1,10,15:21:12,20.522
2011,3,webber,1,10,15:21:27,23.442
2011,3,maldonado,1,10,15:21:35,23.160
2011,3,resta,1,11,15:22:57,21.989
2011,3,rosberg,1,12,15:24:32,20.771
2011,3,buemi,1,12,15:24:56,22.010
2011,3,button,1,14,15:27:59,23.779
2011,3,vettel,1,14,15:28:00,21.995
2011,3,kobayashi,1,14,15:28:17,21.855
2011,3,massa,1,15,15:29:47,21.624
2011,3,hamilton,1,15,15:29:49,20.878
2011,3,sutil,1,15,15:30:01,20.989
2011,3,alonso,1,16,15:31:34,22.524
2011,3,perez,1,16,15:31:55,21.473
2011,3,barrichello,1,16,15:32:01,21.709
2011,3,buemi,2,16,15:32:19,24.722
2011,3,glock,1,16,15:32:33,22.683
2011,3,petrov,1,17,15:33:36,21.981
2011,3,heidfeld,1,18,15:35:28,22.216
2011,3,kovalainen,1,19,15:37:31,22.485
2011,3,trulli,1,20,15:39:24,23.029
2011,3,ambrosio,1,20,15:39:50,22.901
2011,3,liuzzi,2,21,15:42:05,24.467
2011,3,karthikeyan,1,23,15:45:28,26.049
2011,3,button,2,24,15:45:35,20.758
2011,3,rosberg,2,25,15:47:13,22.005
2011,3,hamilton,2,25,15:47:20,20.533
2011,3,webber,2,25,15:47:44,21.132
2012,3,webber,1,6,15:14:20,20.474
2012,3,kobayashi,1,9,15:19:30,21.551
2012,3,vettel,1,9,15:19:39,21.449
2012,3,hulkenberg,1,9,15:19:47,32.407
2012,3,raikkonen,1,10,15:21:12,21.433
2012,3,hamilton,1,10,15:21:13,20.903
2012,3,petrov,1,10,15:21:40,21.851
2012,3,button,1,11,15:22:56,20.563
2012,3,grosjean,1,11,15:23:04,21.184
2012,3,resta,1,11,15:23:08,20.387
2012,3,maldonado,1,11,15:23:09,21.569
2012,3,vergne,1,11,15:23:22,22.835
2012,3,michael_schumacher,1,12,15:24:39,21.746
2012,3,alonso,1,12,15:24:44,20.296
2012,3,bruno_senna,1,12,15:24:49,21.184
2012,3,kovalainen,1,12,15:25:06,22.713
2012,3,rosberg,1,13,15:26:17,21.113
2012,3,perez,1,16,15:31:38,23.009
2012,3,karthikeyan,1,16,15:32:47,24.937
2012,3,ricciardo,1,17,15:33:56,21.884
2012,3,rosa,1,17,15:34:24,23.634
2012,3,massa,1,18,15:35:14,20.250
2012,3,glock,1,18,15:35:58,21.327
2012,3,pic,1,19,15:37:45,22.306
2012,3,webber,2,21,15:40:30,20.377
2012,3,hamilton,2,22,15:42:10,20.691
2012,3,button,2,24,15:45:32,20.474
2012,3,kobayashi,2,25,15:47:30,21.012
2012,3,alonso,2,27,15:50:50,20.136
2012,3,raikkonen,2,28,15:52:32,21.494
2013,3,webber,1,1,15:05:52,21.287
2013,3,ricciardo,1,4,15:11:03,24.946
2013,3,hamilton,1,5,15:12:45,20.379
2013,3,rosberg,1,5,15:12:50,22.299
2013,3,pic,1,5,15:12:59,21.265
2013,3,alonso,1,6,15:14:28,19.719
2013,3,raikkonen,1,6,15:14:31,20.753
2013,3,jules_bianchi,1,6,15:14:46,21.097
2013,3,garde,1,6,15:14:51,20.905
2013,3,massa,1,7,15:16:16,20.753
2013,3,grosjean,1,7,15:16:21,20.083
2013,3,maldonado,1,7,15:16:30,20.794
2013,3,chilton,1,7,15:16:42,21.063
2013,3,hulkenberg,1,14,15:28:27,22.838
2013,3,vettel,1,14,15:28:27,19.323
2013,3,resta,1,14,15:28:38,20.598
2013,3,webber,2,15,15:30:32,26.956
2013,3,vergne,1,15,15:30:41,20.977
2013,3,bottas,1,16,15:32:22,21.614
2013,3,jules_bianchi,2,16,15:32:43,24.834
2013,3,pic,2,17,15:34:28,22.183
2013,3,massa,2,19,15:37:26,20.027
2013,3,rosberg,2,19,15:37:32,19.894
2013,3,rosberg,3,20,15:39:47,22.727
2013,3,garde,2,20,15:40:06,20.743
2013,3,hamilton,2,21,15:40:48,20.584
2013,3,raikkonen,2,21,15:40:49,20.759
2013,3,chilton,2,21,15:41:43,25.091
2013,3,alonso,2,23,15:44:07,20.521
2013,3,button,1,23,15:44:11,19.898
2014,3,vergne,1,1,18:06:44,33.895
2014,3,sutil,1,7,18:16:37,25.293
2014,3,bottas,1,10,18:21:24,25.040
2014,3,kvyat,1,10,18:21:32,26.064
2014,3,jules_bianchi,1,10,18:21:44,25.756
2014,3,ericsson,1,11,18:23:34,25.367
2014,3,chilton,1,11,18:23:35,25.858
2014,3,alonso,1,12,18:24:52,25.770
2014,3,gutierrez,1,12,18:25:08,25.543
2014,3,massa,1,13,18:26:30,24.528
2014,3,raikkonen,1,13,18:26:37,25.009
2014,3,grosjean,1,13,18:26:50,25.192
2014,3,jules_bianchi,2,13,18:27:52,29.729
2014,3,kevin_magnussen,1,14,18:28:29,24.611
2014,3,sutil,2,13,18:29:29,40.747
2014,3,vergne,2,14,18:29:48,25.897
2014,3,hulkenberg,1,15,18:29:59,24.757
2014,3,kobayashi,1,15,18:30:29,27.124
2014,3,perez,1,16,18:31:38,24.697
2014,3,vettel,1,16,18:31:48,24.964
2014,3,button,1,17,18:33:25,24.476
2014,3,ricciardo,1,18,18:35:12,24.706
2014,3,hamilton,1,19,18:36:24,24.687
2014,3,maldonado,1,19,18:37:12,25.395
2014,3,jules_bianchi,3,18,18:37:15,18.989
2014,3,rosberg,1,21,18:39:48,24.851
2014,3,kvyat,2,24,18:45:46,25.340
2014,3,bottas,2,25,18:47:07,25.068
2014,3,kevin_magnussen,2,25,18:47:29,24.559
2014,3,ericsson,2,26,18:49:57,25.819
2015,3,nasr,1,10,14:21:26,23.409
2015,3,maldonado,1,11,14:23:09,22.470
2015,3,perez,1,11,14:23:19,22.829
2015,3,grosjean,1,12,14:24:52,23.421
2015,3,max_verstappen,1,12,14:24:59,24.256
2015,3,alonso,1,12,14:25:14,23.238
2015,3,vettel,1,13,14:26:23,22.488
2015,3,massa,1,13,14:26:33,23.145
2015,3,hamilton,1,14,14:28:00,22.645
2015,3,bottas,1,14,14:28:20,23.084
2015,3,ericsson,1,14,14:28:36,23.846
2015,3,ricciardo,1,14,14:28:38,22.635
2015,3,button,1,14,14:28:51,23.936
2015,3,rosberg,1,15,14:29:48,22.483
2015,3,raikkonen,1,15,14:29:55,22.818
2015,3,stevens,1,16,14:32:55,24.132
2015,3,merhi,1,17,14:34:51,25.938
2015,3,sainz,1,19,14:37:55,23.795
2015,3,perez,2,26,14:50:03,23.338
2015,3,vettel,2,30,14:56:09,22.444
2015,3,ericsson,2,30,14:57:12,24.589
2015,3,rosberg,2,31,14:57:50,22.829
2015,3,nasr,2,31,14:58:53,23.732
2015,3,grosjean,2,32,15:00:30,23.605
2015,3,max_verstappen,2,32,15:00:35,23.258
2015,3,button,2,32,15:00:57,23.273
2015,3,hamilton,2,33,15:01:11,22.235
2015,3,maldonado,2,33,15:02:42,22.899
2015,3,raikkonen,2,34,15:03:09,22.453
2015,3,massa,2,34,15:03:37,23.317
2016,3,grosjean,1,1,14:05:35,58.563
2016,3,raikkonen,1,1,14:05:39,31.134
2016,3,hamilton,1,1,14:05:46,29.322
2016,3,nasr,1,1,14:06:25,36.854
2016,3,ricciardo,1,3,14:08:57,24.392
2016,3,kvyat,1,4,14:10:42,24.084
2016,3,perez,1,4,14:10:46,23.215
2016,3,vettel,1,4,14:10:50,30.115
2016,3,hulkenberg,1,4,14:10:50,27.683
2016,3,sainz,1,4,14:10:51,25.754
2016,3,button,1,4,14:10:51,24.072
2016,3,bottas,1,4,14:10:52,22.682
2016,3,max_verstappen,1,4,14:10:54,30.034
2016,3,ericsson,1,4,14:10:56,23.955
2016,3,kevin_magnussen,1,4,14:10:58,23.158
2016,3,hamilton,2,5,14:13:57,25.179
2016,3,hamilton,3,6,14:16:03,22.301
2016,3,raikkonen,2,14,14:31:08,23.296
2016,3,wehrlein,1,15,14:32:55,26.969
2016,3,jolyon_palmer,1,15,14:33:07,22.799
2016,3,alonso,1,16,14:34:30,22.874
2016,3,vettel,2,17,14:36:07,22.276
2016,3,hulkenberg,2,17,14:36:22,23.867
2016,3,perez,2,18,14:37:55,22.485
2016,3,haryanto,1,18,14:38:25,23.183
2016,3,kvyat,2,19,14:39:28,22.607
2016,3,massa,1,19,14:39:36,22.124
2016,3,sainz,2,19,14:39:44,22.832
2016,3,ricciardo,2,19,14:39:45,22.461
2016,3,gutierrez,1,19,14:39:57,23.878
2017,3,stroll,1,8,18:16:59,24.915
2017,3,vettel,1,10,18:19:52,24.702
2017,3,max_verstappen,1,11,18:21:30,25.174
2017,3,ocon,1,11,18:21:47,24.664
2017,3,wehrlein,1,11,18:21:59,26.542
2017,3,raikkonen,1,12,18:23:10,26.430
2017,3,grosjean,1,12,18:23:23,25.075
2017,3,sainz,1,12,18:23:26,25.001
2017,3,bottas,1,13,18:24:52,28.368
2017,3,hamilton,1,13,18:24:59,30.687
2017,3,ricciardo,1,13,18:24:59,25.312
2017,3,massa,1,13,18:25:06,25.704
2017,3,hulkenberg,1,13,18:25:13,26.634
2017,3,perez,1,13,18:25:24,24.332
2017,3,jolyon_palmer,1,13,18:25:31,27.466
2017,3,alonso,1,13,18:25:31,24.922
2017,3,kvyat,1,13,18:25:35,25.204
2017,3,bottas,2,30,18:54:49,24.540
2017,3,grosjean,2,31,18:56:52,24.965
2017,3,vettel,2,33,18:59:27,24.314
2017,3,ericsson,1,33,19:00:33,25.576
2017,3,perez,2,36,19:04:49,24.630
2017,3,hulkenberg,2,36,19:04:58,25.135
2017,3,alonso,2,36,19:05:15,24.723
2017,3,raikkonen,2,37,19:06:10,25.856
2017,3,massa,2,37,19:06:22,24.240
2017,3,ocon,2,37,19:06:38,24.505
2017,3,jolyon_palmer,2,37,19:06:55,26.420
2017,3,ricciardo,2,39,19:09:27,25.200
2017,3,hamilton,2,41,19:12:14,30.682
2018,3,brendon_hartley,1,10,14:30:52,23.172
2018,3,ocon,1,11,14:32:18,23.281
2018,3,sainz,1,12,14:33:53,23.935
2018,3,perez,1,12,14:34:05,22.856
2018,3,hulkenberg,1,13,14:35:30,23.654
2018,3,grosjean,1,16,14:40:41,22.981
2018,3,max_verstappen,1,17,14:41:50,22.715
2018,3,ricciardo,1,17,14:41:56,23.042
2018,3,hamilton,1,18,14:43:33,22.464
2018,3,bottas,1,19,14:45:02,22.097
2018,3,vettel,1,20,14:46:38,23.009
2018,3,gasly,1,20,14:47:48,23.950
2018,3,leclerc,1,21,14:49:28,23.392
2018,3,vandoorne,1,22,14:50:55,23.730
2018,3,stroll,1,23,14:52:34,22.661
2018,3,kevin_magnussen,1,24,14:53:57,22.973
2018,3,raikkonen,1,27,14:58:28,22.913
2018,3,sirotkin,1,28,15:01:08,23.716
2018,3,alonso,1,29,15:02:24,24.110
2018,3,ericsson,1,29,15:03:02,22.785
2018,3,max_verstappen,2,31,15:05:06,22.596
2018,3,brendon_hartley,2,30,15:05:08,24.070
2018,3,ricciardo,2,31,15:05:15,22.691
2018,3,hulkenberg,2,31,15:06:04,23.297
2018,3,sainz,2,31,15:06:18,23.117
2018,3,ocon,2,31,15:06:24,22.637
2018,3,gasly,2,31,15:07:01,34.650
2018,3,perez,2,32,15:08:44,22.334
2018,3,sirotkin,2,33,15:11:07,22.723
2018,3,grosjean,2,46,15:33:38,23.735
2019,3,sainz,1,1,14:15:38,45.878
2019,3,norris,1,1,14:15:45,50.738
2019,3,kvyat,1,7,14:25:49,17.257
2019,3,giovinazzi,1,7,14:25:51,25.184
2019,3,grosjean,1,8,14:27:26,23.261
2019,3,kevin_magnussen,1,9,14:29:10,23.964
2019,3,hulkenberg,1,11,14:32:24,24.107
2019,3,max_verstappen,1,17,14:42:01,23.223
2019,3,norris,2,17,14:43:26,33.638
2019,3,vettel,1,18,14:43:39,22.749
2019,3,ricciardo,1,18,14:44:01,23.506
2019,3,gasly,1,19,14:45:31,22.301
2019,3,albon,1,19,14:46:02,23.215
2019,3,perez,1,20,14:47:27,23.733
2019,3,stroll,1,20,14:47:41,23.466
2019,3,bottas,1,21,14:48:27,22.196
2019,3,hamilton,1,22,14:50:01,22.644
2019,3,leclerc,1,22,14:50:21,22.921
2019,3,russell,1,22,14:51:29,24.332
2019,3,raikkonen,1,25,14:55:54,23.888
2019,3,kvyat,2,25,14:56:18,26.050
2019,3,kubica,1,26,14:58:30,32.627
2019,3,giovinazzi,2,30,15:04:51,25.137
2019,3,kvyat,3,30,15:04:57,43.206
2019,3,kevin_magnussen,2,33,15:09:45,23.383
2019,3,max_verstappen,2,34,15:10:12,22.365
2019,3,vettel,2,35,15:11:41,22.316
2019,3,norris,3,34,15:12:20,22.524
2019,3,grosjean,2,35,15:12:56,23.520
2019,3,hamilton,2,36,15:13:05,23.597
2020,3,kvyat,1,1,15:14:46,23.568
2020,3,leclerc,1,2,15:16:15,22.266
2020,3,bottas,1,2,15:16:16,21.906
2020,3,hamilton,1,3,15:17:37,22.320
2020,3,stroll,1,3,15:17:46,23.081
2020,3,vettel,1,3,15:17:50,28.286
2020,3,perez,1,3,15:17:53,23.263
2020,3,sainz,1,3,15:17:55,27.131
2020,3,albon,1,3,15:17:58,23.046
2020,3,latifi,1,3,15:18:00,21.596
2020,3,gasly,1,3,15:18:01,22.740
2020,3,raikkonen,1,3,15:18:04,22.299
2020,3,max_verstappen,1,4,15:19:18,21.529
2020,3,ricciardo,1,4,15:19:30,21.920
2020,3,ocon,1,4,15:19:35,24.281
2020,3,norris,1,4,15:19:40,23.012
2020,3,russell,1,4,15:19:42,21.184
2020,3,giovinazzi,1,4,15:19:50,22.283
2020,3,latifi,2,4,15:21:24,36.335
2020,3,kvyat,2,18,15:39:53,22.685
2020,3,russell,2,19,15:41:33,21.367
2020,3,leclerc,2,20,15:42:29,22.564
2020,3,giovinazzi,2,20,15:43:04,23.082
2020,3,vettel,2,29,15:54:50,21.880
2020,3,ocon,2,31,15:57:59,21.860
2020,3,bottas,2,33,15:59:47,21.644
2020,3,latifi,3,31,16:00:38,28.367
2020,3,raikkonen,2,33,16:00:45,27.128
2020,3,albon,2,34,16:01:43,22.174
2020,3,grosjean,1,34,16:01:59,22.591
2021,3,bottas,1,2,15:06:11,21.377
2021,3,hamilton,1,2,15:06:13,22.426
2021,3,max_verstappen,1,2,15:06:14,22.718
2021,3,sainz,1,2,15:06:16,22.029
2021,3,perez,1,2,15:06:18,21.890
2021,3,norris,1,2,15:06:19,21.407
2021,3,ocon,1,2,15:06:21,21.275
2021,3,leclerc,1,2,15:06:23,21.323
2021,3,gasly,1,2,15:06:24,21.353
2021,3,vettel,1,2,15:06:26,21.398
2021,3,russell,1,2,15:06:27,23.532
2021,3,giovinazzi,1,2,15:06:29,22.485
2021,3,ricciardo,1,2,15:06:31,21.965
2021,3,alonso,1,2,15:06:34,21.452
2021,3,tsunoda,1,2,15:06:36,22.266
2021,3,stroll,1,2,15:06:37,22.264
2021,3,latifi,1,2,15:06:39,21.970
2021,3,mick_schumacher,1,2,15:06:40,22.019
2021,3,mazepin,1,2,15:06:42,21.372
2021,3,bottas,2,3,15:08:34,22.072
2021,3,hamilton,2,3,15:08:36,22.164
2021,3,max_verstappen,2,3,15:08:37,22.104
2021,3,sainz,2,3,15:08:38,22.244
2021,3,perez,2,3,15:08:39,22.100
2021,3,norris,2,3,15:08:40,22.551
2021,3,ocon,2,3,15:08:42,22.240
2021,3,leclerc,2,3,15:08:43,22.587
2021,3,gasly,2,3,15:08:45,22.319
2021,3,vettel,2,3,15:08:48,21.750
2021,3,russell,2,3,15:08:48,22.755
2022,3,stroll,1,3,15:08:15,18.242
2022,3,stroll,2,4,15:10:29,18.560
2022,3,latifi,1,13,15:25:03,18.552
2022,3,mick_schumacher,1,14,15:26:23,19.039
2022,3,ocon,1,17,15:30:30,19.128
2022,3,max_verstappen,1,18,15:31:37,18.281
2022,3,tsunoda,1,18,15:32:02,18.443
2022,3,perez,1,20,15:34:33,17.434
2022,3,norris,1,20,15:34:40,17.556
2022,3,ricciardo,1,21,15:36:06,18.150
2022,3,gasly,1,21,15:36:15,18.926
2022,3,zhou,1,21,15:36:22,18.380
2022,3,leclerc,1,22,15:37:04,17.973
2022,3,hamilton,1,22,15:37:22,17.877
2022,3,bottas,1,22,15:37:40,18.413
2022,3,russell,1,23,15:38:51,18.479
2022,3,stroll,3,23,15:39:30,20.402
2022,3,latifi,2,23,15:40:00,17.936
2022,3,alonso,1,39,16:05:24,18.796
2022,3,kevin_magnussen,1,39,16:05:30,19.111
2022,3,alonso,2,53,16:25:28,18.394
2022,3,albon,1,57,16:30:33,19.845
2011,4,perez,1,1,15:05:18,29.270
2011,4,michael_schumacher,1,2,15:06:35,30.182
2011,4,petrov,1,8,15:16:06,21.422
2011,4,massa,1,9,15:17:37,22.022
2011,4,hamilton,1,9,15:17:38,20.833
2011,4,buemi,1,9,15:17:47,21.769
2011,4,webber,1,10,15:19:04,21.050
2011,4,alonso,1,10,15:19:05,21.308
2011,4,rosberg,1,10,15:19:09,22.573
2011,4,heidfeld,1,10,15:19:16,22.300
2011,4,barrichello,1,10,15:19:20,22.717
2011,4,sutil,1,10,15:19:22,21.649
2011,4,vettel,1,11,15:20:32,20.623
2011,4,resta,1,11,15:21:00,20.775
2011,4,maldonado,1,11,15:21:09,23.881
2011,4,button,1,13,15:23:57,21.368
2011,4,kobayashi,1,13,15:24:09,21.820
2011,4,alguersuari,1,13,15:24:25,22.713
2011,4,trulli,1,13,15:24:28,23.066
2011,4,michael_schumacher,2,14,15:26:02,20.907
2011,4,karthikeyan,1,14,15:26:26,27.353
2011,4,kovalainen,1,15,15:27:42,22.854
2011,4,liuzzi,1,15,15:28:03,24.634
2011,4,perez,2,16,15:29:30,22.895
2011,4,ambrosio,1,16,15:29:37,22.779
2011,4,liuzzi,2,16,15:30:57,56.611
2011,4,petrov,2,19,15:33:42,21.323
2011,4,hamilton,2,20,15:35:09,21.075
2011,4,webber,2,21,15:36:27,20.421
2011,4,rosberg,2,22,15:38:24,20.927
2012,4,kovalainen,1,1,15:05:40,25.047
2012,4,ricciardo,1,7,15:15:42,25.829
2012,4,button,1,8,15:17:12,23.016
2012,4,massa,1,8,15:17:14,23.557
2012,4,rosberg,1,8,15:17:15,22.228
2012,4,hamilton,1,9,15:18:49,28.341
2012,4,webber,1,9,15:18:50,22.236
2012,4,alonso,1,9,15:18:53,22.094
2012,4,perez,1,9,15:19:00,23.408
2012,4,bruno_senna,1,9,15:19:03,23.405
2012,4,michael_schumacher,1,9,15:19:05,21.979
2012,4,hulkenberg,1,9,15:19:08,22.413
2012,4,rosa,1,9,15:19:27,24.241
2012,4,grosjean,1,10,15:20:26,23.246
2012,4,vergne,1,10,15:20:50,22.763
2012,4,petrov,1,10,15:20:55,23.411
2012,4,glock,1,10,15:21:10,23.423
2012,4,karthikeyan,1,10,15:21:21,25.896
2012,4,vettel,1,11,15:22:02,22.017
2012,4,raikkonen,1,11,15:22:13,22.412
2012,4,maldonado,1,11,15:22:27,22.868
2012,4,pic,1,12,15:24:32,24.020
2012,4,kovalainen,2,13,15:26:27,23.323
2012,4,resta,1,14,15:27:28,22.069
2012,4,kobayashi,1,14,15:27:35,22.758
2012,4,hulkenberg,2,19,15:36:18,22.446
2012,4,perez,2,21,15:39:34,23.428
2012,4,karthikeyan,2,21,15:40:50,25.204
2012,4,button,2,22,15:41:03,22.270
2012,4,rosberg,2,22,15:41:09,22.903
2013,4,gutierrez,1,1,15:06:04,28.102
2013,4,sutil,1,1,15:06:49,26.495
2013,4,garde,1,2,15:08:11,28.344
2013,4,vergne,1,2,15:09:07,41.485
2013,4,alonso,1,7,15:16:09,23.055
2013,4,webber,1,8,15:17:54,21.798
2013,4,grosjean,1,8,15:17:57,24.605
2013,4,alonso,2,8,15:18:11,21.436
2013,4,rosberg,1,9,15:19:37,22.237
2013,4,button,1,9,15:19:38,23.093
2013,4,ricciardo,1,9,15:19:48,22.529
2013,4,jules_bianchi,1,9,15:19:57,24.325
2013,4,vettel,1,10,15:21:11,21.660
2013,4,massa,1,10,15:21:20,21.665
2013,4,perez,1,10,15:21:21,21.471
2013,4,hamilton,1,10,15:21:24,22.072
2013,4,maldonado,1,10,15:21:26,23.173
2013,4,chilton,1,10,15:21:45,22.745
2013,4,pic,1,11,15:23:21,22.912
2013,4,hulkenberg,1,12,15:24:51,21.656
2013,4,bottas,1,13,15:26:40,22.729
2013,4,resta,1,14,15:28:08,22.009
2013,4,garde,2,14,15:29:30,22.950
2013,4,raikkonen,1,16,15:31:35,22.715
2013,4,gutierrez,2,16,15:32:19,21.997
2013,4,massa,2,17,15:33:34,21.722
2013,4,sutil,2,18,15:36:08,22.199
2013,4,rosberg,2,20,15:38:32,21.331
2013,4,perez,2,20,15:38:33,21.161
2013,4,webber,2,21,15:40:08,21.221
2014,4,button,1,7,15:16:33,22.408
2014,4,grosjean,1,9,15:19:58,23.213
2014,4,massa,1,10,15:21:37,1:18.277
2014,4,raikkonen,1,10,15:21:45,22.994
2014,4,perez,1,10,15:21:51,22.914
2014,4,ericsson,1,10,15:22:18,23.677
2014,4,alonso,1,11,15:23:16,22.776
2014,4,hulkenberg,1,11,15:23:24,23.438
2014,4,kobayashi,1,11,15:23:49,24.883
2014,4,maldonado,1,11,15:23:51,24.010
2014,4,jules_bianchi,1,11,15:23:56,24.784
2014,4,vettel,1,12,15:25:00,22.570
2014,4,bottas,1,12,15:25:09,24.780
2014,4,chilton,1,12,15:25:48,23.781
2014,4,rosberg,1,13,15:26:51,23.277
2014,4,kvyat,1,14,15:28:56,23.521
2014,4,gutierrez,1,14,15:29:04,22.988
2014,4,ricciardo,1,15,15:30:17,23.186
2014,4,vergne,1,15,15:30:46,24.119
2014,4,hamilton,1,17,15:33:31,22.968
2014,4,kevin_magnussen,1,17,15:34:28,23.670
2014,4,gutierrez,2,27,15:52:18,23.252
2014,4,ericsson,2,27,15:53:08,23.730
2014,4,button,2,28,15:53:59,22.548
2014,4,jules_bianchi,2,28,15:54:28,24.320
2014,4,perez,2,30,15:57:11,23.636
2014,4,kobayashi,2,30,15:57:59,25.402
2014,4,hulkenberg,2,31,15:58:34,22.764
2014,4,bottas,2,31,15:58:35,23.639
2014,4,raikkonen,2,31,15:58:50,23.291
2015,4,max_verstappen,1,6,18:14:10,39.338
2015,4,hulkenberg,1,10,18:20:48,26.652
2015,4,nasr,1,10,18:20:56,25.459
2015,4,massa,1,10,18:20:57,24.894
2015,4,maldonado,1,10,18:20:58,30.426
2015,4,ericsson,1,11,18:22:33,26.045
2015,4,sainz,1,11,18:22:40,32.647
2015,4,grosjean,1,12,18:24:12,24.735
2015,4,vettel,1,13,18:25:38,24.509
2015,4,alonso,1,13,18:26:08,25.370
2015,4,rosberg,1,14,18:27:16,25.311
2015,4,bottas,1,14,18:27:28,25.293
2015,4,ricciardo,1,14,18:27:29,25.723
2015,4,hamilton,1,15,18:28:52,25.791
2015,4,kvyat,1,15,18:29:32,25.421
2015,4,raikkonen,1,17,18:32:23,24.773
2015,4,perez,1,17,18:32:51,25.573
2015,4,merhi,1,18,18:35:44,25.834
2015,4,stevens,1,19,18:37:18,26.103
2015,4,nasr,2,24,18:44:52,25.898
2015,4,massa,2,24,18:44:53,25.017
2015,4,maldonado,2,24,18:44:54,24.310
2015,4,ericsson,2,25,18:46:26,49.162
2015,4,hulkenberg,2,25,18:46:33,24.679
2015,4,sainz,2,29,18:53:43,26.593
2015,4,max_verstappen,2,30,18:55:37,27.225
2015,4,grosjean,2,31,18:56:32,25.259
2015,4,vettel,2,32,18:57:31,24.449
2015,4,hamilton,2,33,18:59:01,24.528
2015,4,bottas,2,33,18:59:33,24.623
2016,4,kvyat,1,1,15:05:38,41.282
2016,4,ricciardo,1,1,15:05:43,47.763
2016,4,ericsson,1,1,15:05:50,30.529
2016,4,perez,1,1,15:06:03,32.800
2016,4,gutierrez,1,1,15:06:09,40.169
2016,4,kvyat,2,8,15:20:21,38.906
2016,4,gutierrez,2,9,15:22:11,25.037
2016,4,sainz,1,11,15:25:31,30.805
2016,4,nasr,1,12,15:27:22,30.259
2016,4,wehrlein,1,13,15:29:06,31.433
2016,4,jolyon_palmer,1,14,15:30:40,30.805
